,semester,hw_num,student_id,review,rating
10,fl18,hw5,DD61E5Z,"The first question was extrememly easy and did not teach students anything new. It was only 
busy work. The questions ask to provide your own comments but its really pointless because the 
files already have adequate comments in there. Some new comments could be written but students 
shouldn't be penalized for keeping some of the default comments if they make sense or describe
the methods correctly.

Question 1 also had a type and told students to look at the wrong files for submission. This was
very confusing and should be fixed. Question 2 also had some quirks. We never talked in class 
what key distributions were and TAs never logged into Piazza to answer this question. 

Question 3 was poorly written and the files needed to run this correctly were not specified well 
in the assignment. 

Because of the issues in this homework, I would rate it a 1 out of 5 stars.
",1
11,fl18,hw6,1B3313Z," feel really bad about this assignment. And really really bad. I feel really bad about this assignment because everything went down in the worst way. Things did not work out. Things did not work out. Things did not work out. I could not think of why. This is awful. Very much depressing 
",1
12,fl18,hw6,AF72BBZ,"This assignment is the hardest one uitl now. Some methods wasn't even covered in class. And it's stupid to compare two methods one with combiner antoher without. Professor metioned that we are not allowed to put data into hadoop. So how could we run it in hadoop. Also, you only teach us how upload a folder instead of a txt file. This assignment makes me painful and worthless to me.
",1
13,fl18,hw6,B8F758Z,"This home work is very confusing. The sample code shared with us on the guidance is slightly different from our project. Thus we need to get clear of every step of implementing the 2 programs.It include many different data types in 2 jobs' mapper program and reducer program. Thus the eclipes alwasy throws pout errors caused by data tye misuse.We spent longer time than previous weeks on this week's homewors.
",1
14,fl18,hw7,95A139Z,"I thought this assignment was kind of annyoing. The proof was really dull and not very clear so it was not enjoyable. The other problem was going through the whole cosine difference equation was interesting but somewhat tedious. In general while it was an interesting topic the overall assigment was dull. Pig will be an improvement.
",1
15,fl18,hw8,0D3DD8Z,"this homework was very frustrating and rewarding at the same time. I used the local sample set in order to test and debug my code, but I wasn't able to confirm if it was correct or not. So, a lot of debugging had to be done with the entire dataset, which took a very long time and made the whole homework very frustrating. Although I felt like I learned more about PIG, it really reassured me that I don't want to use it ever again. 
",1
16,fl18,hw8,720CA7Z,"I am really frustrated while I was doing homework 8. There are so many problems! And I have to google every obstacle which took a long time. And for problem 4, I had to wait until lab 8 is finished to do that. In conclusion, I don't like the homework 8
",1
17,fl18,hw8,96B3B0Z,"this homework assignment was very difficult because I got confused the pig terminal command and therefore none of my code ran for several hours. after solving this command, i felt that the homework assignment was not that bad. Overall the material was interesting and it made more sense and was more fluid than java.
",1
18,fl18,hw8,9CAEDDZ,"This was my least favorite homework so far, especially the problems that dealt with pig. These problems were very difficult, and the slides did not provide enough reference or examples to help with figuring out what to do. It would be very helpful if there was a section of the GROUP pig command and how it worked.
",1
19,fl18,hw8,A67BB6Z,"This homework was very challenging in that we had to thoroughly practice using Pig and Spark at the same time to analyze data. However, it provided me new insights on efficiently processing data using Pig and Spark. In the future, I hope that the two languages to be offered as separate homework assignments, to spend more time on each language.",1
20,fl18,hw8,AF72BBZ,"This assignment is much harder compared to previous assignments. Some materials wasn't covered in lecture and in lab like change the format of ouput, read data from xml, using fucntions and etc. Python skill is required for this class but students may dont have time to catch up in a short time. If student already has thoese skills, there is no meaningful reason to take this course since they can learn it by self. Also, spark and pig are differecult, you could divide it into two parts as two assignments. After students finished pig part problmes, they may no any effort to keeping do spark.
",1
21,fl18,hw8,B68C78Z,"There are 5 problems in homework 8 and I think this homework is hard because we have never used Spark or Pig to deal with data before. And I spent a lot of time doing some “set up” job and finally I get familiar with it. And in this process, I really felt bad and for many times I did not know what to do in the next step because I think the things we learned in class is not enough at all to finish the job so I have to Google for some functions and tried them time to time. I hope next time we could have enough information for us to finish homework..
",1
22,fl18,hw8,D8E4A3Z,"I think hw8 is the worst homework among all the given one. The instruction of the code is not clear enough and the ta is not helpfulat all. I waste a lot of time because of the unclear of the problem and the instructions. I think next year, ta should make the problem more clear. But, I do get something from this homework, but in total, it is a really bad one. 
",1
23,fl18,hw8,DE92B9Z,"This homework is really tough, there are tons of problems and we cannot find clear referation to those problems in lecture notes or lab instruction, neither the online sources, so parts of questions can only be answered based on our experience and understanding of the spark, i think it's might be better to move out the spark part since they are not totaly covered in our process, so much questions are unclear and cannot be answered confidently according to what we learned on class.
",1
24,fl18,hw8,EB9B51Z,"I did not enjoy this homework. I felt that we were not taught pig sufficiently well enough to write the code that we were asked to write. Other than that, I found this homework to be particularly difficult and I thought that many of the concepts and questions could have been clarified.
",1
25,fl18,hw9,48CF23Z,"This is the second time I work with other, and also the final homework. I felt tired when the project deadline passed. There are many problems that ask for an expansion, and it's hard to make sure that the answer is 100% correct. So before the homework's deadline, I have to check it once again and again, which is very tiring. What's more, I faced the problem of my dataset, which is also very time-consuming.",1
26,fl18,hw9,A29986Z,"This homework was awful. It was impossible to be able to check your answers and nobody answered any questions on piazza other than the useless “restart your vm” question when the scala wasn’t working. Having to spend so much time troubleshooting and asking questions about what questions actually mean rather than learning is so frustrating. Why do we have to give the same answers twice for 1b and 2a? 

 


",1
27,fl18,hw9,A67BB6Z,"This homework was the most difficult homework of all. Using flume to put the weblogs in HDFS could cause a lot of bug and not correctly produce a good result, and resulting operations with Spark could have produced faulty results. Also, it was not clear on how to efficiently join RDDs. Finally, the PageRank efficiency was very confusing and I could not find a definite answer from the slides.",1
28,fl18,hw9,B68C78Z,"This time I think the homework is very hard. Not only because it requires us to run different kinds of codes in different places(I only think it's hard but it's useful), It also has some problems that are not related to our class. For example, there is a problem in the file given to us to run, but we should comment some code out or we can not run that file. And there are also problems about memory of svn. I think it's too hard for me to handle all these additional problems in one homework.
",1
29,fl18,hw9,E8D048Z,"I have to say hw9 is a pretty bad homework. There's no example for all 4 problems, especially the first one, we spent bunch of time figuring it because there was no even one example we can refer to. Also the second and thrid problems. The amount of time we worked on it was around 12 hours. I would rate very bad on this week's homework. Really request any example we can refer to.",1
30,fl18,hwM,95A139Z,"I personally really disliked this assignment. Not only was it boring, the instructions were unclear or ambiguous. On the occasion where the instructions were clear there was likely to be an issue with the data not being where they stated it was. On two occasions did we have to use random posts on piazza to solve major issues about missing data or missing system settings that had set us back way to long. Overall I was displeased with this assignment.
",1
31,fl18,hwM,96B3B0Z,"No lie, this homework was terrible. My partner and I had such a hard time with it because there was an overaching lack of directions. To elaborate, in question 3, the instructions say that the data was in hadoop, but it wasn't so my partner and i had to go digging for hours to find the data. In addition, question 2, my yarn resource manager didn't show the stats neccesary so i struggled for hours to find how to show it.
",1
32,fl18,hwM,A912DBZ,"hmW takes longer time to prepare the work rather than doing the work which make it really boring and annoying. Second question takes long time to execute and the third one lack of instructions where are part of the data locates. Overall, this homework's design is not good enough.
",1
33,fl18,hwM,AF72BBZ,"This assignment is hard. If professor wants to give us some free bouns for extra assignment, please dont be mean. The page rank part is the same level to final project. This assignment requires students to finish all questions by using spark, python and pig. This is final term, and there is no much time to focus on this single assignment, Please, be nice! If you want to us some extra points. Not only because runing pig scripts is really slow, even in local job runner mode, it's also not flexible. For instance, I cannot filter out customers with orders less than 5 while I am doing the counting. At least I don't know how to do it. It is also really hard to debug the program since I cannot set break points.  

",1
34,fl18,hwM,DD781FZ,"This hw is one of the most stressful hw among all 10 hw assignments. Problem 1 is fine for my group. But problem 2 took way too long to just compute the results. We took around three hours to get the result. Problem 3 was provided most codes so it was fine as well.
",1
35,fl18,hwM,DE92B9Z,"this homework doesn't make sense, althought it covers the materials we were taughted during class, that cannot support us to do this homework, also, it's really annoyed that the instruction got certain mistakes or unreasonable implemention as it would leads students to a totally wrong way and cost us tons of time to confused about where we made wrong and how to fix it, and finally we found it's the wrong in the instruction or something unclear caused it, this is really worthless and inefficient, hoping professor can double check the instruction in next semester to avoid it happen again since it definitelly harm the motivation of students to do the homework and learn something correctly.
",1
36,fl18,hwM,E8D048Z,"The amount of this week's homework are pretty heavy, covering the last 2 weeks topic: pig and sparks. Really hope the homework can be less and easier. Problems 1~3, pig coding is really the new field that we've never touched before. Problem 4, the spark one, took a great amount of time to deal with since all commands has to be discovered through the API docs by lots of readings. It took us around 8 hours to finish. Don't like it.",1
37,fl18,hw1,26044FZ,"I think hw1 is a qualified test but not a good one.

The first question is about the characteristic of Big Data. It deepens my understanding about the characteristic of Big Data. The second question is about Bonferroni’s Principle. It uses Bonferroni's Principle to tell us what we mine in the Big Data could be random. The third question is about read an academic article. It improves my academic reading.

But all of these questions are a little not practical and are just close to the theroy. Maybe there should be some practical programming questions. I know this is our first homework, so it can not be much programming tasks. But if there is a task that we need to open a data file to see data and really feel what is Big data in virtual machine closely, it will be better.
",2
38,fl18,hw1,268B8EZ,".This homework helped me to understand and review some details about big data. Without this, I can hardly remember all of them just by class. And I find the second question really interesting, it changed the way to compute the number, and I think this is really creative and helpful!For the third question, I found it pretty hard to read the whole essay and extract the main idea to summarize it, so I need to spend more time to improve my reading skill.",2
39,fl18,hw1,AF72BBZ,"I worked this assignment with a teamamte. By doing this assignment, we review the concept which mentioned in class. In addition, we also shared different thoughts on the same question. It's a good chance to learn more about the concept by taking to each other. It covers the basic concept and something new. However, the reading part is very hard and it's not related to our lecture. We spent much time on understanding the meaning behind the article. For students  whose native language is not english, they feel painful.  
",2
40,fl18,hw1,BF0535Z,The first homework is rather trivial because half of the homework is to chracteristirize the dataset described. It is poorly designed as well. Asking question about an article but changing the norm with similar words can cause a lot of confusion epecially when the concepts are new. ,2
41,fl18,hw1,F6ADB8Z,This homework basically gives me an impression of boring. Problem 1 is applying the definition we learned on course to evaluating several kinds of data. Problem 2 is a bit more interesting. But what we actually need to do is do the math exactly like the book did and come up with the right formula. Problem 3 is the least one I like. It brings me back to the days I prepared for GRE reading test. ,2
42,fl18,hw2,0B219FZ,"1. I think Homework II is easier than Homework 1 because there is not any math / probability in it. Maybe I'm just not good at Probability (it is fun though).
2. The instructor should cover the logic of MapReduce more thoroughly. We didn't do that last time due to time limit, but this is really important because it is the core of Hadoop / MapReduce.
",2
43,fl18,hw2,7B87F0Z,"I'm very disappointed with the the teaching staff's handling of the teaching staff on this homework assignment. Multiple questions have gone unanswered in the days leading up the auxiliary due-date. Many students had to put off this homework assignment last week due to career fair activities, and, unfortunately, they are not receiving the help they trying to get.
",2
44,fl18,hw2,BF0535Z,"I think homework two is good overall. It helps me go over the lab 1 again and has some reinforcement learning about the basic hadoop command lines and some options. Though I think there should be more help on the command line details because when I go to hadoop documentation for cat options there is no explanation or list for possible combinations of pipes. Other than that, I think the homework is help and helps me getting familar with the hadoop system.",2
45,fl18,hw3,942FB2Z,"I found HW3 more difficult than the previous homeworks, but it, like the previous homeworks, made me really think about the structure. The execution of MapReduce problem was really nice as I was led into executing the tasks and finding the outputs step by step and not looking everywhere to find out what I am supposed to be doing. I wasn't sure how much detail to put into number 3 and how much it was asking for.
",2
46,fl18,hw3,B8F758Z,"This homework HW3 is much harder than previous 2 homeworks, for the reason that it requires many detailed knowledges and asks us to summarize the whole process of many complex progress. Some of the questions is very tricky and we need to review the slides and the book to figure out the right answer. In general, this homewrk took longer time than homework one and homework two.
",2
47,fl18,hw3,BE38FEZ,"The homework 3 is difficult for me and my parterner. We always feel confused about the meaning of the questions. So we often spend a lot of time on figuring out the correct meaning of it. Also, the top of this homework is also a little bit hard.
",2
48,fl18,hw3,BF0535Z,"I dont know what to say about hw3. Lots of check text book and ask google problems. And also some do it and see what the output is kind questions. I would say I'm definitely okay with that kinda of home, though I would prefer more hands on experience. For example like actually doing coding and submit it to run the hadoop and see the status update from the datanodes stuff like that.",2
49,fl18,hw3,D8E4A3Z,"I think home work 3 is a fair homework. It is far more better than home 1. Actually, I think no home work will worse than homework 1. But compared to homework 1, it is still not that good. The question a of question one is quite troublesoem, we need to use a lot of times to press the down button to find the correct answer. Question 2 is a goog question, I think. As to question 3, I think it is the same as question 3 of homework 1. The question is a little unclear. We can answer a lot of things in this question, but we can not make sure which one can get the point. ",2
50,fl18,hw3,F9581AZ,"The first assignments are graded and we weren’t doing great. That’s a bummer. So we are kind of upset and panicked. I wasn’t motivated to start on homework3 at all. It took me 3 days to finish half of the questions and I felt guilty for not being as efficient as my partner. We reviewed the questions closely, validated and discussed with each other. I’m going to review them again before submission so I think it might be good?",2
51,fl18,hw3,FFBEA4Z,"This homework was neither my favorite, nor my least favorite of the assignments.  While running a mapReduce job is interesting and dealing with the output is important, I found that the class explanation of YARN and textbook readings were insufficient in terms of my greater understanding.  I found the YARN question difficult to answer and found it hard to figure out what was even being asked.  I also found the skew question confusing.
",2
52,fl18,hw4,0D3DD8Z,"This homework was pretty straightforward however it was hard to spot errors at times because all of the information/slides we were pulling from were in many different places. The biggest difficulty I found was trying to understand why I couldn’t get 3 MapReduce tasks to run instead of one for Problem 2. Also, a lot of the instructions were unclear, which made it difficult to finish/debug.
",2
53,fl18,hw4,13F585Z,"Homework 4 was a struggle for multiple reasons. First of all, I did not allocate enough time to finish the assignment (spent about ~4 hours working on this). I got my problem #1 working in eclipse but not via hadoop, so I couldn't really answer questions b-f. The second part was reliant on the first, so I didn't finish that either.

Rating: 2/5
",2
54,fl18,hw4,18EC32Z,"I thought that this homework was much more challenging than the previous homeworks. This is mostly because we had to write custom classes that we have not had much exposure to before. However, I think that this is valuable as this allows us to tackle more challenging problems than the problems that we have been dealing with thus far.",2
55,fl18,hw4,7B87F0Z,"Rating: 2

I had a job interview last week which made me start the homework much later than I would have liked. This caused a lot of undue stress combined with the fact that that I had to restart my VM from scratch. I still like the material and found implementing the toolrunner very interesting.
",2
56,fl18,hw4,8B9689Z,"This homework was a lot more loaded in terms of material and was worded very poorly. This made it harder to follow and finish on time. Question 1 was confusing because it wasn’t clear as to what was expected of us. It would have been better if the instructions were clear or if TAs were a little responsive on Piazza. This homework did teach us how to use ToolRunner and Partitioner with our projects which I am happy about. Other than that, this homework made me frustrated. ",2
57,fl18,hw4,96B3B0Z,"I thought this assignment was hella difficult. Only because I get really stuck on how to pull the file from distributed cache. Other than that I thought that it wasn't that bad. Once I knew what the tool runner should look like, I was able to code it somewhat easily, and manage to get it to work.
",2
58,fl18,hw4,A912DBZ,"the running of this homework is nasty. There can be potential problem with eclipse that it does not recognize the package imformation from the setup. Even with reinstalling the workspace from the scripts in the package. It does not recognize the project  properly. Probably changing to a more robust ide or using text editor is a better option than eclipse.
",2
59,fl18,hw4,B4AD6DZ,"This week’s homework is a lot more difficult than those in previous week. The question are more complicated and the wordings are so strange it is difficult to follow along; partially because the slides are hard to understand too. The homework is so much more time consuming because of the coding section now.
",2
60,fl18,hw4,CD4772Z,"this homework was so much more difficult and time-consuming than all the previous homework because of the code part of the homework. I like the fact that there is less writing in this homework compared to the other ones, but debugging the coding assignment part was extremely time-consuming, especially when I'm not very proficient in Java. It took me 2 hours to figure out how to test using the SentimentPartionTest java file to test my code because I am not familiar with Eclipse. Additionally, it also took a while for me to figure out how to read lines from a text file, after doing a lot of research on StackOverflow.
",2
61,fl18,hw4,DE92B9Z,"this homework is huge hard for us, the code execution mentioned in class is not detailed enough, so we have to learn how to implement them and review bunch of papers and articles. Also, maybe professor should emphaisze the important concepts and code on class would be better for us to do homework, since we find there did have the explanation about the concept and code on note but i totally has not remember professor has mentioned them on class. Anyway, this is a tough homework and we spent lots of time on it.
",2
62,fl18,hw4,E8D048Z,"This homework is extremely hard. Especially the second question. There's no file and code we can take as reference so it's sooo time-wasted and energy consuming. The distributed cache example in slides is written in reducer and refered to another java class so that example is completely useless. We spent around 16 hours on it. Afterall, hw4 is a bad homework.",2
63,fl18,hw5,48CF23Z,"This week's homework is somewhat confusing. There many small points that I need to specify to understand what the problem really needs me to answer. I spend almost a day to finish it, so I think it may not be too time-consuming, which is a good news. I hope the homework next week could cost less time.",2
64,fl18,hw5,A0208DZ,"in this homework i practiced more about writing mapreduce functions. and i learnt knowledge of secondary sort, and implemented it in the prolems. also the inverted index problem is helpful to me, through this homework, i have more practical exercise in using hadoop and java. so this home work is very helpful.
",2
65,fl18,hw5,B4AD6DZ,"I feel really dumb and a bit defeated in this one. I feel like i have never felt doing the lab first is this important. I did not finish my lab, so I went into the homework blind. I found myself stuck on a problem so I searched internet all day for it and counln't find an answer. Finally when I asked my friends about it and they just said ""oh its on the lab slide"" and I was like this is so dumb I wasted 7 hrs o this so I don't like this lab
",2
66,fl18,hw5,B8F758Z,"This homework homework5 is more diffucit than the last one. The code implement is not that hard but it asks many theoratical questions, which is very difficult to state it clearly. In addition, it is very easy to make some small mistakes while configuring and running the hadoop job thourgh the command line, we need to check the command very carefully.
",2
67,fl18,hw5,BF0535Z,"home work five is pretty okay. now i see that the study work is more geared towards to the implementation where we actually do the programming. it is hard but i kind like it. i still would appreciate more guidence though on the homework instruction file. This does not mean that the instruction itself is insufficient, but just more guidence would be helpful!",2
68,fl18,hw6,2EA398Z,"I think hw6 is interesting since we could implement an application for recommendation. It first appears to me very hard becasue we need to create our own top-n list's Mapper and Reducer, which is essentially lab5. I start falling deep into the weeds when constructing the job for first I need to figure out the logic of the job or what is needed to be implemented; then I have to use Hadoop/Java friendly language to realize them. Hope I could learn a lot more than I expected.
",2
69,fl18,hw6,A67BB6Z,"The homework, or Lab 5 was unclear whether we would prefer to implement the N and movie_titles.txt in a Distributed Cache method, or as a commandline input argument and a local path method. Other than that, the instructions were pretty clear on what to do. I wish there was more explanation on the SortedMap “top” and some help on designing the Combiner.",2
70,fl18,hw6,DE92B9Z,"This homework is really tough for us. I dont like it. The context is good and we can learn a lot by doing it. But i dont think this is a good instruction sicne a lot of related code command and knowledge have not been mentioned by notes or book, so we really confused about some issue of it like how to achive chaining jobs, i think it would be better even the professor can offer some materials we can read and learn how to do it. By searching google it is time consuming and no efficient. Also, there is some contridiction like professor dont allow us to upload the dataset to svn but we need to using hadoop and yarn to collect statistical data.
",2
71,fl18,hw7,0D3DD8Z,"This homework was cool, but still not that cool since we had to use java. Problem 1 was good, but it was also annoying to debug through the different errors that I was facing, such as getting numbers in the output. Thus, I had to account for a lot of them and change my code accordingly. Number 2 and 3 were ok but I feel like they didn't really add much to my understanding because they just involved fetching answers from the book. 
",2
72,fl18,hw7,13F585Z,"Homework 7 was not my favorite assignment. For question #1, we had no problem writing the MapReduce code to get the necessary information. Where we really had a bad time was in doing problems #2 and #3. The problems were conceptual but looking through the lecture slides, lab slides and textbook we could not find enough information to accurately answer the questions. I feel like if we had more information to go by we could have done a much better job on that part.
Rating: 2/5
",2
73,fl18,hw7,70BB65Z,"this homework, finally, is getting shorter. Most importantly, it is getting
less code involved. Another thing is that, I had 2 weeks to do this homework.
Which means that I have been away from the course stuff for 1 week. Half
of the homework problems contains math. In fact, that is annoying too.
The amount of time I spent on this homework, is not that smaller than those
heavier ones. Anyway, this is it.
",2
74,fl18,hw7,92394EZ,This homework was not very helpful for learning the material. The length was not bad but the quality of exercises wasn't great either. I understand that this was more of a wrap up homework for java MapReduce but it still wasn't super helpful. I thought that it would have been better if the material covered in the homework was less theoretical. ,2
75,fl18,hw7,96B3B0Z,"I thought this homework assignment was especially hard, particularly problems 2 + 3. On problem 2, I was unsure of how to deduce these proofs and I did not have a good enough understanding of them from class. On problem 3, I felt like there were so many unfamiliar elements in the some of the reducing for job 2 that it made the problem very difficult for my partner and I.

",2
76,fl18,hw7,AF72BBZ,"This assignment is not hard. 
",2
77,fl18,hw7,B7035CZ,"In this homework, I reviewed communication cost and memory buffer of pairs and stripes methods to calculate co-occurrrences. Pairs usually has more communication cost but less buffer in reduce function to store. So there's a time-memory trade-off. In general, this homework takes too much time to debug and submit to the cloud, and the concepts are not so clear.",2
78,fl18,hw7,CACBA2Z," thought that the third homework assignment in 427 was not that effective in terms of actually learning new material. I thought  that it was somewhat helpful in understanding what different similarity scores mean but I do not think it went far enough in actually learning as it seemed like a pretty short lab where you just write a pretty easy job and then compare two different similarity scores.
",2
79,fl18,hw7,CB1625Z,"I found that this homework, despite not having to intensive coding, was quite difficult. I felt that the slides did not provide enough information to answer the questions and there were not other resources provided that I saw. However, I did think that 3b was helpful to understanding how the similarity algorithms work.
",2
80,fl18,hw7,DE92B9Z,"This is a taugh task mainly because the unclear instruction, we follow the instruction steps to do the filter in mapper, but the results included some wired pairs like blackspace combined with word, or number with word, or single letter with word, we can figure out the reason there are single letter and number, but confused about why there would be blackspace as this is inconsist with our intution and logical thought, also, we assume these combines are meaningless when applying this program to do sentimental analysis, but the instruction seems no mention if we should filter these types. finally, we do it in the way as we thought should to be, even though we cannot gurantee that is what the homework want.
",2
81,fl18,hw7,F6846AZ,"hw7 doesn't have much coding work. It's mainly made up of analysis work of recommand system for  different method. However, I expected that we can code on the different approaches of recommandation system to experience the effect by ourselves. So, I hope there could be more coding work next time instead of the empty talk. What's more, I think the coding work could be more challengable(i.e less hint of homework coding in ppt).",2
82,fl18,hw8,254574Z,"I did not like this assignment. I twas nice that there were a bunch of shorter problemsn, but for all the pig scripts it was not made known anywhere in the instructions that ad_data1 and ad_data2 were in different formats. In fact, by the wording of the questions and stubs it seemed that this should not be the case, and the fact that they were different made us very worried that this was a mistake on the instructors' part. If this were made clear to begin with, then I would have really enjoyed this assignment.
",2
83,fl18,hw8,298071Z,"i gave this a 2/5 beause although the pig part was fine, the spark  felt pretty directionless. The material we did in lab on Tuesday was much simpler than the stuff on the hw and I felt very lost attepting teproblems because the error messages are hard to follow. Also there isn't  whole lot of material on spark online or in HTDG.

",2
84,fl18,hw8,4B4605Z,"This homework was a lot of work, which was good because I feel like I got some practice out of it but at the same time I really felt that the lectures and labs did not prepare me for this. I feel like the work we do in lab is a lot easier at times and lecture is too jumbled for me to understand most of what's going on. Additionally, I dont understand why we had a homework on Spark due two days after our lab on Spark -- that was very unhelpful and made me feel lost. 
Rating: 2/5
",2
85,fl18,hw8,81D8FEZ,"The first part for pig operations has three questions, first one is find the low cost site and second one is the high cost keysets. I consider what is the sample dataset in this question, and hwo to get it. And we use Load \ group\ limit\filter to get what we want.
The second part for spark, there are 2 questions.  I know RDD and ETL and other operations here.
",2
86,fl18,hw8,942FB2Z,"HW8 was very helpful. While I found it more difficult and time-consuming that previous homework, it really got me thinking about what is occurring at each line of code. I found the Spark section much harder than Pig, even during lab, so it was very helpful to try my hand at it again during the homework. 
",2
87,fl18,hw8,A92B1AZ,"I thought that this homework was a little redudndant on the coding end because it felt that the solutions were not that new in terms of how it made me think. I think the write ups helped me understabd that material a little better so I liked that part. I'm looking forward to more homework assignment that explore the coding assigmnets a little more.

",2
88,fl18,hw8,C7D69DZ,"This was my least favorite homework assignment so far because I ran into some data issues with Hadoop while doing it after running an incorrect join command that created a very large amount of output data which filled up my computer's memory disk. I think that some of the directions could have been more clear, as we ran into some issues joining the two ad data datasets because we thought they were both tab separated, when one was in fact comma separated. This assignent has taken the longest amount of time so far. Other than that I liked using Pig and Spark.
",2
89,fl18,hw9,7086E1Z,"The ninth homework is finally the last homework. It is about spark and pagerank. Spark is really cool but this many questions in this homework is confusing and I have many problems. Even though I finished it eventually, I am still unsure in many questions, which makes me fell very uncomfortable. 
",2
90,fl18,hw9,7B87F0Z,"Star Rating 2: 4

I didn't have enough time to do this homework assignment this week. It ended up being a mad dash to finish on Sunday which is never fun. I liked learning how to use the spark shell, though it seems counter-intuitive to the way I'm used to using it in a notebook environment.
",2
91,fl18,hw9,81D8FEZ,"To finish this homework, first we need to finish the lab8 - flume, which has done by the lab class. First we need to sc.textfile to read the files,then we use map the split the records and get what we want. The second one we need to join the dataset with spark, load the weblogs to the RDD. When we use sqoop, I encountered some problems, but then I checked piazza to solve it~ The last on page rank is the problem that our teacher teached us in class.
",2
92,fl18,hw9,92394EZ,I found this homework to not be particularly helpful. I thought the questions were asked in a confusing way and the directions were also not super clear. If the questions were a little more directed then I think it would have been more helpful. It was good to get practice with spark though.,2
93,fl18,hw9,942FB2Z,"HW9 was very interesting. I found it challenging at times, especially with running scrips to setup more so than the coding portion, so that frustrated me a lot. I ended up coding in Python when I usually do in Scala because I couldn't get the Scala set-up to work. Overall, it made me really thing about the material, especially about how programs are executed.
",2
94,fl18,hw9,96B3B0Z,"I thought that this homework assignment was especially hard and had a lot of challenging aspects to it. I was not super familiar with scala commands and joins in pyspark so this assignment was definitely an adventure for me. That said I thought that this was an extremely helpful assignment and taught me alot of great things!
",2
95,fl18,hw9,9CAEDDZ,"This homework was not my favorite one. While it was better than the last one, I enjoyed the homeworks more when they involved Java. I especially did not like problem 3, since it took a while to figure out how to properly run the join command without running out of memory.
",2
96,fl18,hw9,A92B1AZ,"I thought that this homework really made me think a lot about the processes that surround map reduce alogorithms. It made me really have to dig down and understand the basics of what was going on. I had to understand the different daemons and processes, how they work and how exactly they interact with each other. I am looking forward to implementing my own map reduce algorithms.
",2
